Datum;Waren_ID;Warenbezeichnung;Export;Import;Handelsbilanz
01.08.14;WA91;Uhrmacherwaren;153459;157038;-3579
01.08.14;WA92;Musikinstrumente;32225;39255;-7030
01.08.14;WA93;Waffen und Munition;29587;14124;15463
01.08.14;WA94;Möbel, Beleuchtungskörper usw.;999095;1151861;-152766
01.08.14;WA95;Spielzeug, Spiele usw., Sportgeräte;245318;372946;-127628
01.08.14;WA96;Verschiedene Waren;287396;183021;104375
01.08.14;WA97;Kunstgegenstände, Sammlungsstücke;31831;18043;13788
01.08.14;WA98;Vollständige Fabrikationsanlagen;179165;4787;174378
01.08.14;WA99;Zusammenstellungen verschiedener Waren;1714231;752898;961333
01.08.15;WA01;Lebende Tiere;128798;137301;-8503
01.08.15;WA02;Fleisch;585334;475874;109460
01.08.15;WA03;Fische, Krebs- und Weichtiere;123089;272985;-149896
01.08.15;WA04;Milch, Milcherzeugnisse, Eier, Honig;650270;533658;116612
01.08.15;WA05;Andere Waren tierischen Ursprungs;55928;61798;-5870
01.08.15;WA06;Pflanzen, Waren des Blumenhandels;53107;171578;-118471
01.08.15;WA07;Gemüse, Pflanzen für Ernährung;68571;361994;-293423
01.08.15;WA08;Geniessbare Früchte und Nüsse;143153;779347;-636194
01.08.15;WA09;Kaffee, Tee, Mate, Gewürze;199428;304968;-105540
01.08.15;WA10;Getreide;132498;184610;-52112
01.08.15;WA11;Müllereierzeugnisse, Malz usw.;103417;39063;64354
01.08.15;WA12;Ölsamen usw., Heilpflanzen usw.;74245;414121;-339876
01.08.15;WA13;Schellack, Gummen, Harz, Pflanzensaft;42805;40538;2267
01.08.15;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;665;3187;-2522
01.08.15;WA15;Tierische und pflanzliche Fette, Öle, Wachs;202028;326212;-124184
01.08.15;WA16;Zubereitungen von Fleisch, Fisch usw.;240616;199219;41397
01.08.15;WA17;Zucker und Zuckerwaren;145280;138423;6857
01.08.15;WA18;Kakao und Zubereitungen aus Kakao;388918;362487;26431
01.08.15;WA19;Zubereitungen aus Getreide usw., Backwaren;462504;290395;172109
01.08.15;WA20;Zubereitungen von Gemüse, Früchten usw.;192825;367210;-174385
01.08.15;WA21;Verschiedene Lebensmittelzubereitungen;384766;237764;147002
01.08.15;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;453806;519802;-65996
01.08.15;WA23;Rückstände der Lebensmittelindustrie, Futter;319739;293539;26200
01.08.15;WA24;Tabak;345326;148050;197276
01.08.15;WA25;Salz, Schwefel, Steine, Erden usw.;147657;149145;-1488
01.08.15;WA26;Erze, Schlacken, Aschen;28505;596213;-567708
01.08.15;WA27;Mineralische Brennstoffe usw.;2223269;7235421;-5012152
01.08.15;WA28;Anorganische chemische Erzeugnisse;697588;428176;269412
01.08.15;WA29;Organische chemische Erzeugnisse;1866579;2376645;-510066
01.08.15;WA30;Pharmazeutische Erzeugnisse;5592720;3286163;2306557
01.08.15;WA31;Düngemittel;138550;108271;30279
01.08.15;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;792734;431113;361621
01.08.15;WA33;Etherische Öle, Riech-, Schönheitsmittel;733452;547730;185722
01.08.15;WA34;Seifen, Waschmittel usw.;523500;294393;229107
01.08.15;WA35;Eiweissstoffe, Klebstoffe, Enzyme;230240;158875;71365
01.08.15;WA36;Sprengstoffe, pyrotechnische Artikel usw.;13864;27612;-13748
01.08.15;WA37;Photochemische Erzeugnisse;86228;56951;29277
01.08.15;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1461578;901395;560183
01.08.15;WA39;Kunststoffe und Waren daraus;4121705;2798169;1323536
01.08.15;WA40;Kautschuk und Waren daraus;1079479;1050074;29405
01.08.15;WA41;Häute, Felle, Leder;71140;61235;9905
01.08.15;WA42;Lederwaren, Sattlerwaren;167498;338174;-170676
01.08.15;WA43;Pelzfelle, künstliches Pelzwerk;11025;13448;-2423
01.08.15;WA44;Holz, Holzwaren, Holzkohle;531557;561798;-30241
01.08.15;WA45;Kork, Korkwaren;2421;7598;-5177
01.08.15;WA46;Flechtwaren, Korbmacherwaren;3395;10653;-7258
01.08.15;WA47;Halbstoffe aus Holz usw., Papierabfall;108669;306684;-198015
01.08.15;WA48;Papier, Pappe und Waren daraus;1353205;989512;363693
01.08.15;WA49;Bücher, Zeitungen, Bilddrucke usw.;359150;177539;181611
01.08.15;WA50;Seide;2734;4398;-1664
01.08.15;WA51;Wolle, feine und grobe Tierhaare;34423;39353;-4930
01.08.15;WA52;Baumwolle;50201;65247;-15046
01.08.15;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;2347;5222;-2875
01.08.15;WA54;Synthetisches oder künstliches Filament;127994;109625;18369
01.08.15;WA55;Synthetische oder künstliche Spinnfaser;132331;106082;26249
01.08.15;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;172094;99061;73033
01.08.15;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;37420;73467;-36047
01.08.15;WA58;Spezialgewebe, Spitzen, Tapisserien;37386;19848;17538
01.08.15;WA59;Getränkte, bestrichene usw. Gewebe;154639;80841;73798
01.08.15;WA60;Gewirke und Gestricke;47111;25857;21254
01.08.15;WA61;Bekleidung usw. aus Gewirken, Gestricken;682212;1537372;-855160
01.08.15;WA62;Andere Bekleidung, Bekleidungszubehör;748089;1524717;-776628
01.08.15;WA63;Andere Konfektion, Spinnstoffwaren usw.;187424;308492;-121068
01.08.15;WA64;Schuhe, Gamaschen, ähnliche Waren;439271;921867;-482596
01.08.15;WA65;Kopfbedeckungen und Teile davon;32267;52748;-20481
01.08.15;WA66;Schirme, Gehstöcke usw., Peitschen;7880;14722;-6842
01.08.15;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;9100;18273;-9173
01.08.15;WA68;Waren aus Steinen, Gips, Zement usw.;311119;235906;75213
01.08.15;WA69;Keramische Waren;232638;217682;14956
01.08.15;WA70;Glas und Glaswaren;414691;363190;51501
01.08.15;WA71;Perlen, Edelsteine, Edelmetalle;744543;1344985;-600442
01.08.15;WA72;Eisen und Stahl;1530067;1653457;-123390
01.08.15;WA73;Waren aus Eisen oder Stahl;1961552;1392469;569083
01.08.15;WA74;Kupfer und Waren daraus;720793;651725;69068
01.08.15;WA75;Nickel und Waren daraus;94985;89744;5241
01.08.15;WA76;Aluminium und Waren daraus;1073198;1194367;-121169
01.08.15;WA78;Blei und Waren daraus;30276;39892;-9616
01.08.15;WA79;Zink und Waren daraus;41664;95244;-53580
01.08.15;WA80;Zinn und Waren daraus;6403;27620;-21217
01.08.15;WA81;Andere unedle Metalle, Cermets usw.;100194;132447;-32253
01.08.15;WA82;Werkzeuge, Schneidwaren, Essbestecke;554020;370344;183676
01.08.15;WA83;Verschiedene Waren aus unedlen Metallen;533393;309753;223640
01.08.15;WA84;Maschinen, Apparate, mechanische Geräte;14794714;8520223;6274491
01.08.15;WA85;Elektrotechnische Erzeugnisse;8834200;8629127;205073
01.08.15;WA86;Schienenfahrzeuge;287808;200467;87341
01.08.15;WA87;Kraftfahrzeuge, Landfahrzeuge;13911437;5706424;8205013
01.08.15;WA88;Luftfahrzeuge, Raumfahrzeuge;2665277;1300895;1364382
01.08.15;WA89;Wasserfahrzeuge;189990;95395;94595
01.08.15;WA90;Optische, photografische usw. Erzeugnisse;4230471;2563748;1666723
01.08.15;WA91;Uhrmacherwaren;142620;216383;-73763
01.08.15;WA92;Musikinstrumente;34037;41114;-7077
01.08.15;WA93;Waffen und Munition;30481;14094;16387
01.08.15;WA94;Möbel, Beleuchtungskörper usw.;1055227;1263226;-207999
01.08.15;WA95;Spielzeug, Spiele usw., Sportgeräte;276508;489360;-212852
01.08.15;WA96;Verschiedene Waren;291048;211460;79588
01.08.15;WA97;Kunstgegenstände, Sammlungsstücke;47443;31494;15949
01.08.15;WA98;Vollständige Fabrikationsanlagen;245008;2899;242109
01.08.15;WA99;Zusammenstellungen verschiedener Waren;1600848;722887;877961
01.08.16;WA01;Lebende Tiere;152212;187495;-35283
01.08.16;WA02;Fleisch;663432;514208;149224
01.08.16;WA03;Fische, Krebs- und Weichtiere;131426;335696;-204270
01.08.16;WA04;Milch, Milcherzeugnisse, Eier, Honig;670459;580834;89625
01.08.16;WA05;Andere Waren tierischen Ursprungs;65437;70004;-4567
01.08.16;WA06;Pflanzen, Waren des Blumenhandels;64438;188186;-123748
01.08.16;WA07;Gemüse, Pflanzen für Ernährung;100451;407850;-307399
01.08.16;WA08;Geniessbare Früchte und Nüsse;148449;807783;-659334
01.08.16;WA09;Kaffee, Tee, Mate, Gewürze;208612;333147;-124535
01.08.16;WA10;Getreide;163720;178544;-14824
01.08.16;WA11;Müllereierzeugnisse, Malz usw.;114346;44341;70005
01.08.16;WA12;Ölsamen usw., Heilpflanzen usw.;89008;435276;-346268
01.08.16;WA13;Schellack, Gummen, Harz, Pflanzensaft;45311;37347;7964
01.08.16;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;529;3091;-2562
01.08.16;WA15;Tierische und pflanzliche Fette, Öle, Wachs;231387;335801;-104414
01.08.16;WA16;Zubereitungen von Fleisch, Fisch usw.;239866;211086;28780
01.08.16;WA17;Zucker und Zuckerwaren;170986;137848;33138
01.08.16;WA18;Kakao und Zubereitungen aus Kakao;434351;383720;50631
01.08.16;WA19;Zubereitungen aus Getreide usw., Backwaren;519365;316438;202927
01.08.16;WA20;Zubereitungen von Gemüse, Früchten usw.;212646;374729;-162083
01.08.16;WA21;Verschiedene Lebensmittelzubereitungen;432899;245936;186963
01.08.16;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;487257;556621;-69364
01.08.16;WA23;Rückstände der Lebensmittelindustrie, Futter;366366;302826;63540
01.08.16;WA24;Tabak;352604;144495;208109
01.08.16;WA25;Salz, Schwefel, Steine, Erden usw.;151652;158818;-7166
01.08.16;WA26;Erze, Schlacken, Aschen;24493;525839;-501346
01.08.16;WA27;Mineralische Brennstoffe usw.;1717201;6344264;-4627063
01.08.16;WA28;Anorganische chemische Erzeugnisse;685871;480426;205445
01.08.16;WA29;Organische chemische Erzeugnisse;1895154;2153637;-258483
01.08.16;WA30;Pharmazeutische Erzeugnisse;5484352;3813900;1670452
01.08.16;WA31;Düngemittel;132950;77222;55728
01.08.16;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;868182;464290;403892
01.08.16;WA33;Etherische Öle, Riech-, Schönheitsmittel;816177;549602;266575
01.08.16;WA34;Seifen, Waschmittel usw.;580645;318337;262308
01.08.16;WA35;Eiweissstoffe, Klebstoffe, Enzyme;251417;156637;94780
01.08.16;WA36;Sprengstoffe, pyrotechnische Artikel usw.;17176;28689;-11513
01.08.16;WA37;Photochemische Erzeugnisse;101985;63613;38372
01.08.16;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1592188;963342;628846
01.08.16;WA39;Kunststoffe und Waren daraus;4439918;2941879;1498039
01.08.16;WA40;Kautschuk und Waren daraus;1139832;1142215;-2383
01.08.16;WA41;Häute, Felle, Leder;64886;53284;11602
01.08.16;WA42;Lederwaren, Sattlerwaren;179039;349141;-170102
01.08.16;WA43;Pelzfelle, künstliches Pelzwerk;10987;10961;26
01.08.16;WA44;Holz, Holzwaren, Holzkohle;562451;601054;-38603
01.08.16;WA45;Kork, Korkwaren;2623;9051;-6428
01.08.16;WA46;Flechtwaren, Korbmacherwaren;3691;10015;-6324
01.08.16;WA47;Halbstoffe aus Holz usw., Papierabfall;96264;319863;-223599
01.08.16;WA48;Papier, Pappe und Waren daraus;1413862;1002555;411307
01.08.16;WA49;Bücher, Zeitungen, Bilddrucke usw.;377230;223346;153884
01.08.16;WA50;Seide;2742;3535;-793
01.08.16;WA51;Wolle, feine und grobe Tierhaare;37809;43396;-5587
01.08.16;WA52;Baumwolle;50271;60470;-10199
01.08.16;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;2490;4764;-2274
01.08.16;WA54;Synthetisches oder künstliches Filament;130328;110400;19928
01.08.16;WA55;Synthetische oder künstliche Spinnfaser;129226;108044;21182
01.08.16;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;180341;108471;71870
01.08.16;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;42932;77215;-34283
01.08.16;WA58;Spezialgewebe, Spitzen, Tapisserien;39123;20835;18288
01.08.16;WA59;Getränkte, bestrichene usw. Gewebe;178021;81938;96083
01.08.16;WA60;Gewirke und Gestricke;51385;29849;21536
01.08.16;WA61;Bekleidung usw. aus Gewirken, Gestricken;720626;1645976;-925350
01.08.16;WA62;Andere Bekleidung, Bekleidungszubehör;792761;1603839;-811078
01.08.16;WA63;Andere Konfektion, Spinnstoffwaren usw.;215917;315161;-99244
01.08.16;WA64;Schuhe, Gamaschen, ähnliche Waren;585140;1024772;-439632
01.08.16;WA65;Kopfbedeckungen und Teile davon;32253;50519;-18266
01.08.16;WA66;Schirme, Gehstöcke usw., Peitschen;8376;14825;-6449
01.08.16;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;10284;20307;-10023
01.08.16;WA68;Waren aus Steinen, Gips, Zement usw.;350463;252523;97940
01.08.16;WA69;Keramische Waren;252760;249467;3293
01.08.16;WA70;Glas und Glaswaren;465916;415557;50359
01.08.16;WA71;Perlen, Edelsteine, Edelmetalle;1043162;1056817;-13655
01.08.16;WA72;Eisen und Stahl;1476468;1608120;-131652
01.08.16;WA73;Waren aus Eisen oder Stahl;2139211;1506328;632883
01.08.16;WA74;Kupfer und Waren daraus;699602;566587;133015
01.08.16;WA75;Nickel und Waren daraus;68190;81272;-13082
01.08.16;WA76;Aluminium und Waren daraus;1119458;1166465;-47007
01.08.16;WA78;Blei und Waren daraus;26013;29111;-3098
01.08.16;WA79;Zink und Waren daraus;44308;110412;-66104
01.08.16;WA80;Zinn und Waren daraus;9585;30952;-21367
01.08.16;WA81;Andere unedle Metalle, Cermets usw.;108367;130346;-21979
01.08.16;WA82;Werkzeuge, Schneidwaren, Essbestecke;630138;386748;243390
01.08.16;WA83;Verschiedene Waren aus unedlen Metallen;580910;355126;225784
01.08.16;WA84;Maschinen, Apparate, mechanische Geräte;15991595;9571467;6420128
01.08.16;WA85;Elektrotechnische Erzeugnisse;10068945;9524219;544726
01.08.16;WA86;Schienenfahrzeuge;399633;187996;211637
01.08.16;WA87;Kraftfahrzeuge, Landfahrzeuge;16116510;7073807;9042703
01.08.16;WA88;Luftfahrzeuge, Raumfahrzeuge;3278941;1023900;2255041
01.08.16;WA89;Wasserfahrzeuge;333152;165694;167458
01.08.16;WA90;Optische, photografische usw. Erzeugnisse;4842439;2711253;2131186
01.08.16;WA91;Uhrmacherwaren;139253;159644;-20391
01.08.16;WA92;Musikinstrumente;35258;46672;-11414
01.08.16;WA93;Waffen und Munition;38221;19535;18686
01.08.16;WA94;Möbel, Beleuchtungskörper usw.;1146735;1401843;-255108
01.08.16;WA95;Spielzeug, Spiele usw., Sportgeräte;270064;462246;-192182
01.08.16;WA96;Verschiedene Waren;317267;245261;72006
01.08.16;WA97;Kunstgegenstände, Sammlungsstücke;53622;27643;25979
01.08.16;WA98;Vollständige Fabrikationsanlagen;183786;1266;182520
01.08.16;WA99;Zusammenstellungen verschiedener Waren;1864022;846504;1017518
01.08.17;WA01;Lebende Tiere;128473;164659;-36186
01.08.17;WA02;Fleisch;687085;540546;146539
01.08.17;WA03;Fische, Krebs- und Weichtiere;132552;328438;-195886
01.08.17;WA04;Milch, Milcherzeugnisse, Eier, Honig;800615;696715;103900
01.08.17;WA05;Andere Waren tierischen Ursprungs;74710;92208;-17498
01.08.17;WA06;Pflanzen, Waren des Blumenhandels;58250;184115;-125865
01.08.17;WA07;Gemüse, Pflanzen für Ernährung;79354;355702;-276348
01.08.17;WA08;Geniessbare Früchte und Nüsse;156774;828486;-671712
01.08.17;WA09;Kaffee, Tee, Mate, Gewürze;250617;303041;-52424
01.08.17;WA10;Getreide;154472;182253;-27781
01.08.17;WA11;Müllereierzeugnisse, Malz usw.;114225;47651;66574
01.08.17;WA12;Ölsamen usw., Heilpflanzen usw.;109973;440241;-330268
01.08.17;WA13;Schellack, Gummen, Harz, Pflanzensaft;48704;42707;5997
01.08.17;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;640;3536;-2896
01.08.17;WA15;Tierische und pflanzliche Fette, Öle, Wachs;242369;313889;-71520
01.08.17;WA16;Zubereitungen von Fleisch, Fisch usw.;238743;205344;33399
01.08.17;WA17;Zucker und Zuckerwaren;172095;143655;28440
01.08.17;WA18;Kakao und Zubereitungen aus Kakao;449792;416523;33269
01.08.17;WA19;Zubereitungen aus Getreide usw., Backwaren;553796;315574;238222
01.08.17;WA20;Zubereitungen von Gemüse, Früchten usw.;213541;393080;-179539
01.08.17;WA21;Verschiedene Lebensmittelzubereitungen;433834;237837;195997
01.08.17;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;519377;600457;-81080
01.08.17;WA23;Rückstände der Lebensmittelindustrie, Futter;314733;272713;42020
01.08.17;WA24;Tabak;335317;205341;129976
01.08.17;WA25;Salz, Schwefel, Steine, Erden usw.;152039;147201;4838
01.08.17;WA26;Erze, Schlacken, Aschen;30500;574707;-544207
01.08.17;WA27;Mineralische Brennstoffe usw.;1768752;6219406;-4450654
01.08.17;WA28;Anorganische chemische Erzeugnisse;723830;488752;235078
01.08.17;WA29;Organische chemische Erzeugnisse;2037278;2426205;-388927
01.08.17;WA30;Pharmazeutische Erzeugnisse;6413814;3838893;2574921
01.08.17;WA31;Düngemittel;144455;74965;69490
01.08.17;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;943311;532296;411015
01.08.17;WA33;Etherische Öle, Riech-, Schönheitsmittel;821876;634419;187457
01.08.17;WA34;Seifen, Waschmittel usw.;612789;335004;277785
01.08.17;WA35;Eiweissstoffe, Klebstoffe, Enzyme;289219;176738;112481
01.08.17;WA36;Sprengstoffe, pyrotechnische Artikel usw.;18883;27146;-8263
01.08.17;WA37;Photochemische Erzeugnisse;86081;61782;24299
01.08.17;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1709381;1050426;658955
01.08.17;WA39;Kunststoffe und Waren daraus;4948842;3363036;1585806
01.08.17;WA40;Kautschuk und Waren daraus;1218406;1264123;-45717
01.08.17;WA41;Häute, Felle, Leder;63441;56003;7438
01.08.17;WA42;Lederwaren, Sattlerwaren;199355;347260;-147905
01.08.17;WA43;Pelzfelle, künstliches Pelzwerk;14122;16321;-2199
01.08.17;WA44;Holz, Holzwaren, Holzkohle;607354;631122;-23768
01.08.17;WA45;Kork, Korkwaren;2487;5495;-3008
01.08.17;WA46;Flechtwaren, Korbmacherwaren;2966;9055;-6089
01.08.17;WA47;Halbstoffe aus Holz usw., Papierabfall;104774;348794;-244020
01.08.17;WA48;Papier, Pappe und Waren daraus;1411882;1043495;368387
01.08.17;WA49;Bücher, Zeitungen, Bilddrucke usw.;352234;211646;140588
01.08.17;WA50;Seide;2605;3566;-961
01.08.17;WA51;Wolle, feine und grobe Tierhaare;32684;43068;-10384
01.08.17;WA52;Baumwolle;53677;66978;-13301
01.08.17;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;2089;5107;-3018
01.08.17;WA54;Synthetisches oder künstliches Filament;144480;118944;25536
01.08.17;WA55;Synthetische oder künstliche Spinnfaser;126034;111746;14288
01.08.17;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;201164;121513;79651
01.08.17;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;41462;81630;-40168
01.08.17;WA58;Spezialgewebe, Spitzen, Tapisserien;41927;20646;21281
01.08.17;WA59;Getränkte, bestrichene usw. Gewebe;198475;89542;108933
01.08.17;WA60;Gewirke und Gestricke;57419;31924;25495
01.08.17;WA61;Bekleidung usw. aus Gewirken, Gestricken;816300;1683615;-867315
01.08.17;WA62;Andere Bekleidung, Bekleidungszubehör;899209;1631090;-731881
01.08.17;WA63;Andere Konfektion, Spinnstoffwaren usw.;204781;324326;-119545
01.08.17;WA64;Schuhe, Gamaschen, ähnliche Waren;693653;1094311;-400658
01.08.17;WA65;Kopfbedeckungen und Teile davon;40964;58584;-17620
01.08.17;WA66;Schirme, Gehstöcke usw., Peitschen;6816;12908;-6092
01.08.17;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;11511;20426;-8915
01.08.17;WA68;Waren aus Steinen, Gips, Zement usw.;376649;275772;100877
01.08.17;WA69;Keramische Waren;263076;238591;24485
01.08.17;WA70;Glas und Glaswaren;511191;428399;82792
01.08.17;WA71;Perlen, Edelsteine, Edelmetalle;864190;1311913;-447723
01.08.17;WA72;Eisen und Stahl;1836941;2000945;-164004
01.08.17;WA73;Waren aus Eisen oder Stahl;2145894;1636962;508932
01.08.17;WA74;Kupfer und Waren daraus;846818;797731;49087
01.08.17;WA75;Nickel und Waren daraus;89047;113098;-24051
01.08.17;WA76;Aluminium und Waren daraus;1170008;1321091;-151083
01.08.17;WA78;Blei und Waren daraus;31741;34983;-3242
01.08.17;WA79;Zink und Waren daraus;54585;138037;-83452
01.08.17;WA80;Zinn und Waren daraus;9090;30375;-21285
01.08.17;WA81;Andere unedle Metalle, Cermets usw.;120205;156868;-36663
01.08.17;WA82;Werkzeuge, Schneidwaren, Essbestecke;684824;417143;267681
01.08.17;WA83;Verschiedene Waren aus unedlen Metallen;613718;392115;221603
01.08.17;WA84;Maschinen, Apparate, mechanische Geräte;17800348;10344168;7456180
01.08.17;WA85;Elektrotechnische Erzeugnisse;10799077;10437008;362069
01.08.17;WA86;Schienenfahrzeuge;362869;183466;179403
01.08.17;WA87;Kraftfahrzeuge, Landfahrzeuge;17482936;7570351;9912585
01.08.17;WA88;Luftfahrzeuge, Raumfahrzeuge;3013249;1353482;1659767
01.08.17;WA89;Wasserfahrzeuge;282934;581766;-298832
01.08.17;WA90;Optische, photografische usw. Erzeugnisse;5380609;2836871;2543738
01.08.17;WA91;Uhrmacherwaren;131167;155304;-24137
01.08.17;WA92;Musikinstrumente;38991;48402;-9411
01.08.17;WA93;Waffen und Munition;35837;18971;16866
01.08.17;WA94;Möbel, Beleuchtungskörper usw.;1211211;1428723;-217512
01.08.17;WA95;Spielzeug, Spiele usw., Sportgeräte;372602;518942;-146340
01.08.17;WA96;Verschiedene Waren;326930;224893;102037
01.08.17;WA97;Kunstgegenstände, Sammlungsstücke;46026;28657;17369
01.08.17;WA98;Vollständige Fabrikationsanlagen;114144;NULL;#WERT!
01.08.17;WA99;Zusammenstellungen verschiedener Waren;1413121;950134;462987
01.08.18;WA01;Lebende Tiere;113075;130783;-17708
01.08.18;WA02;Fleisch;583755;539403;44352
01.08.18;WA03;Fische, Krebs- und Weichtiere;121941;321510;-199569
